"Date","Station","SampleID","Samplenum","Date_year","Month","Days","Fraction","Photonum","pH","Type","Arrival","Departure","Sky","StationDepth","Secchi","Temp","Turbidity","LogPhyco","LogChla","LogParMC","ParMC","DissMC","Phycocyanin","Chla","DOC","SRP","TP","TDP","POC","PON","PP","N.P","Nitrate","Ammonia","SortChem","H2O2","Intensive","Shore","NoaaStation","CDOM"
"7/21","nearshore2","E0034_100LTR","E0034","7/21/14","July",55,"100LTR","E140043",8.375,"sample","9:41","10:02","sunny but foggy",4.8,2,23.5,7.21,2.358958826,4.023255352,2.304511042,4.94,NA,5.13,16.26,3.41125,0.04,32.2,4.5,2.32,0.3,27.74,10.87,518,2.93,"E2014_0034",429.7049332,"n","nearshore","WE2",3.921255064
"7/21","nearshore2","E0034_22NA","E0034","7/21/14","July",55,"22NA","E140043",8.375,"sample","9:41","10:02","sunny but foggy",4.8,2,23.5,7.21,2.358958826,4.023255352,2.304511042,4.94,NA,5.13,16.26,3.41125,0.04,32.2,4.5,2.32,0.3,27.74,10.87,518,2.93,"E2014_0034",429.7049332,"n","nearshore","WE2",3.921255064
"7/21","nearshore2","E0034_3NA","E0034","7/21/14","July",55,"3NA","E140043",8.375,"sample","9:41","10:02","sunny but foggy",4.8,2,23.5,7.21,2.358958826,4.023255352,2.304511042,4.94,NA,5.13,16.26,3.41125,0.04,32.2,4.5,2.32,0.3,27.74,10.87,518,2.93,"E2014_0034",429.7049332,"n","nearshore","WE2",3.921255064
"7/21","nearshore2","E0034_53LTR","E0034","7/21/14","July",55,"53LTR","E140043",8.375,"sample","9:41","10:02","sunny but foggy",4.8,2,23.5,7.21,2.358958826,4.023255352,2.304511042,4.94,NA,5.13,16.26,3.41125,0.04,32.2,4.5,2.32,0.3,27.74,10.87,518,2.93,"E2014_0034",429.7049332,"n","nearshore","WE2",3.921255064
"7/21","nearshore2","E0034_CNA","E0034","7/21/14","July",55,"CNA","E140043",8.375,"sample","9:41","10:02","sunny but foggy",4.8,2,23.5,7.21,2.358958826,4.023255352,2.304511042,4.94,NA,5.13,16.26,3.41125,0.04,32.2,4.5,2.32,0.3,27.74,10.87,518,2.93,"E2014_0034",429.7049332,"n","nearshore","WE2",3.921255064
"7/21","nearshore1","E0036_100LTR","E0036","7/21/14","July",55,"100LTR","E140045",8.794,"sample","11:03","11:20","sunny",6,1.2,23.9,5.58,2.482848283,4.218781168,2.618238656,6.14,NA,5.59,18.62,3.75225,0.1,32.1,4.5,1.8,0.29,27.63,10.49,1021,1.82,"E2014_0036",463.5637402,"n","nearshore","WE12",6.561996833
"7/21","nearshore1","E0036_22NA","E0036","7/21/14","July",55,"22NA","E140045",8.794,"sample","11:03","11:20","sunny",6,1.2,23.9,5.58,2.482848283,4.218781168,2.618238656,6.14,NA,5.59,18.62,3.75225,0.1,32.1,4.5,1.8,0.29,27.63,10.49,1021,1.82,"E2014_0036",463.5637402,"n","nearshore","WE12",6.561996833
"7/21","nearshore1","E0036_3NA","E0036","7/21/14","July",55,"3NA","E140045",8.794,"sample","11:03","11:20","sunny",6,1.2,23.9,5.58,2.482848283,4.218781168,2.618238656,6.14,NA,5.59,18.62,3.75225,0.1,32.1,4.5,1.8,0.29,27.63,10.49,1021,1.82,"E2014_0036",463.5637402,"n","nearshore","WE12",6.561996833
"7/21","nearshore1","E0036_53LTR","E0036","7/21/14","July",55,"53LTR","E140045",8.794,"sample","11:03","11:20","sunny",6,1.2,23.9,5.58,2.482848283,4.218781168,2.618238656,6.14,NA,5.59,18.62,3.75225,0.1,32.1,4.5,1.8,0.29,27.63,10.49,1021,1.82,"E2014_0036",463.5637402,"n","nearshore","WE12",6.561996833
"7/21","nearshore1","E0036_CNA","E0036","7/21/14","July",55,"CNA","E140045",8.794,"sample","11:03","11:20","sunny",6,1.2,23.9,5.58,2.482848283,4.218781168,2.618238656,6.14,NA,5.59,18.62,3.75225,0.1,32.1,4.5,1.8,0.29,27.63,10.49,1021,1.82,"E2014_0036",463.5637402,"n","nearshore","WE12",6.561996833
"7/21","offshore","E0038_100LTR","E0038","7/21/14","July",55,"100LTR","E140047",8.445,"sample","12:15","","sunny",6.3,NA,24.1,1.57,2.618238656,2.572889668,0.86393845,1.82,NA,6.14,5.95,2.37875,0.14,14.3,1.7,0.89,0.13,12.58,10.3,318,1.69,"E2014_0038",317.7296414,"n","offshore","WE4",2.69844051
"7/21","offshore","E0038_3NA","E0038","7/21/14","July",55,"3NA","E140047",8.445,"sample","12:15","","sunny",6.3,NA,24.1,1.57,2.618238656,2.572889668,0.86393845,1.82,NA,6.14,5.95,2.37875,0.14,14.3,1.7,0.89,0.13,12.58,10.3,318,1.69,"E2014_0038",317.7296414,"n","offshore","WE4",2.69844051
"7/21","offshore","E0038_53LTR","E0038","7/21/14","July",55,"53LTR","E140047",8.445,"sample","12:15","","sunny",6.3,NA,24.1,1.57,2.618238656,2.572889668,0.86393845,1.82,NA,6.14,5.95,2.37875,0.14,14.3,1.7,0.89,0.13,12.58,10.3,318,1.69,"E2014_0038",317.7296414,"n","offshore","WE4",2.69844051
"7/21","offshore","E0038_CNA","E0038","7/21/14","July",55,"CNA","E140047",8.445,"sample","12:15","","sunny",6.3,NA,24.1,1.57,2.618238656,2.572889668,0.86393845,1.82,NA,6.14,5.95,2.37875,0.14,14.3,1.7,0.89,0.13,12.58,10.3,318,1.69,"E2014_0038",317.7296414,"n","offshore","WE4",2.69844051
"7/29","nearshore2","E0040_100LTR","E0040","7/29/14","July",63,"100LTR","E140050/161",8.499,"sample","9:42","10:00","sunny",4.8,2,22.2,3.52,3.139142019,3.324810603,1.992768431,3.98,NA,8.81,10.02,3.396,2.5,23.6,6,0.78,0.11,17.57,6.54,439,6.48,"E2014_0040",1383.37604,"n","nearshore","WE2",3.413934814
"7/29","nearshore2","E0040_22NA","E0040","7/29/14","July",63,"22NA","E140050/161",8.499,"sample","9:42","10:00","sunny",4.8,2,22.2,3.52,3.139142019,3.324810603,1.992768431,3.98,NA,8.81,10.02,3.396,2.5,23.6,6,0.78,0.11,17.57,6.54,439,6.48,"E2014_0040",1383.37604,"n","nearshore","WE2",3.413934814
"7/29","nearshore2","E0040_3NA","E0040","7/29/14","July",63,"3NA","E140050/161",8.499,"sample","9:42","10:00","sunny",4.8,2,22.2,3.52,3.139142019,3.324810603,1.992768431,3.98,NA,8.81,10.02,3.396,2.5,23.6,6,0.78,0.11,17.57,6.54,439,6.48,"E2014_0040",1383.37604,"n","nearshore","WE2",3.413934814
"7/29","nearshore2","E0040_53LTR","E0040","7/29/14","July",63,"53LTR","E140050/161",8.499,"sample","9:42","10:00","sunny",4.8,2,22.2,3.52,3.139142019,3.324810603,1.992768431,3.98,NA,8.81,10.02,3.396,2.5,23.6,6,0.78,0.11,17.57,6.54,439,6.48,"E2014_0040",1383.37604,"n","nearshore","WE2",3.413934814
"7/29","nearshore2","E0040_CNA","E0040","7/29/14","July",63,"CNA","E140050/161",8.499,"sample","9:42","10:00","sunny",4.8,2,22.2,3.52,3.139142019,3.324810603,1.992768431,3.98,NA,8.81,10.02,3.396,2.5,23.6,6,0.78,0.11,17.57,6.54,439,6.48,"E2014_0040",1383.37604,"n","nearshore","WE2",3.413934814
"7/29","nearshore1","E0042_100LTR","E0042","7/29/14","July",63,"100LTR","E140052",8.585,"sample","10:53","11:08","sunny",5.9,0.6,22.2,15.5,4.793895883,5.050936965,2.792855352,6.93,NA,27.74,33.15,3.6775,3.46,67.5,7.9,2.86,0.52,59.57,8.74,1026,0.1,"E2014_0042",883.4676478,"n","nearshore","WE12",6.46522329
"7/29","nearshore1","E0042_22NA","E0042","7/29/14","July",63,"22NA","E140052",8.585,"sample","10:53","11:08","sunny",5.9,0.6,22.2,15.5,4.793895883,5.050936965,2.792855352,6.93,NA,27.74,33.15,3.6775,3.46,67.5,7.9,2.86,0.52,59.57,8.74,1026,0.1,"E2014_0042",883.4676478,"n","nearshore","WE12",6.46522329
"7/29","nearshore1","E0042_3NA","E0042","7/29/14","July",63,"3NA","E140052",8.585,"sample","10:53","11:08","sunny",5.9,0.6,22.2,15.5,4.793895883,5.050936965,2.792855352,6.93,NA,27.74,33.15,3.6775,3.46,67.5,7.9,2.86,0.52,59.57,8.74,1026,0.1,"E2014_0042",883.4676478,"n","nearshore","WE12",6.46522329
"7/29","nearshore1","E0042_53LTR","E0042","7/29/14","July",63,"53LTR","E140052",8.585,"sample","10:53","11:08","sunny",5.9,0.6,22.2,15.5,4.793895883,5.050936965,2.792855352,6.93,NA,27.74,33.15,3.6775,3.46,67.5,7.9,2.86,0.52,59.57,8.74,1026,0.1,"E2014_0042",883.4676478,"n","nearshore","WE12",6.46522329
"7/29","nearshore1","E0042_CNA","E0042","7/29/14","July",63,"CNA","E140052",8.585,"sample","10:53","11:08","sunny",5.9,0.6,22.2,15.5,4.793895883,5.050936965,2.792855352,6.93,NA,27.74,33.15,3.6775,3.46,67.5,7.9,2.86,0.52,59.57,8.74,1026,0.1,"E2014_0042",883.4676478,"n","nearshore","WE12",6.46522329
"7/29","offshore","E0044_100LTR","E0044","7/29/14","July",63,"100LTR","E140053/73",8.526,"sample","12:17","12:33","sunny",8.1,NA,22.6,2.45,2.253989266,2.613531653,0.014355293,1.01,NA,4.77,6.12,2.44225,1.01,16.5,3.1,0.61,0.09,13.39,6.97,308,9.39,"E2014_0044",717.1590595,"n","offshore","WE4",2.264666841
"7/29","offshore","E0044_22NA","E0044","7/29/14","July",63,"22NA","E140053/73",8.526,"sample","12:17","12:33","sunny",8.1,NA,22.6,2.45,2.253989266,2.613531653,0.014355293,1.01,NA,4.77,6.12,2.44225,1.01,16.5,3.1,0.61,0.09,13.39,6.97,308,9.39,"E2014_0044",717.1590595,"n","offshore","WE4",2.264666841
"7/29","offshore","E0044_3NA","E0044","7/29/14","July",63,"3NA","E140053/73",8.526,"sample","12:17","12:33","sunny",8.1,NA,22.6,2.45,2.253989266,2.613531653,0.014355293,1.01,NA,4.77,6.12,2.44225,1.01,16.5,3.1,0.61,0.09,13.39,6.97,308,9.39,"E2014_0044",717.1590595,"n","offshore","WE4",2.264666841
"7/29","offshore","E0044_53LTR","E0044","7/29/14","July",63,"53LTR","E140053/73",8.526,"sample","12:17","12:33","sunny",8.1,NA,22.6,2.45,2.253989266,2.613531653,0.014355293,1.01,NA,4.77,6.12,2.44225,1.01,16.5,3.1,0.61,0.09,13.39,6.97,308,9.39,"E2014_0044",717.1590595,"n","offshore","WE4",2.264666841
"7/29","offshore","E0044_CNA","E0044","7/29/14","July",63,"CNA","E140053/73",8.526,"sample","12:17","12:33","sunny",8.1,NA,22.6,2.45,2.253989266,2.613531653,0.014355293,1.01,NA,4.77,6.12,2.44225,1.01,16.5,3.1,0.61,0.09,13.39,6.97,308,9.39,"E2014_0044",717.1590595,"n","offshore","WE4",2.264666841
"8/4","nearshore2","E0046_100LTR","E0046","8/4/14","August",69,"100LTR","E140055",9.195,"sample","10:46","11:15","sunny",4.9,1,23.1,8.99,5.285772093,4.879705766,2.114367025,4.33,NA,39.01,29.44,3.898,1.45,32,4.8,2.1,0.32,27.16,11.94,556,3.03,"E2014_0046",303.8264776,"n","nearshore","WE2",6.438243172
"8/4","nearshore2","E0046_22NA","E0046","8/4/14","August",69,"22NA","E140055",9.195,"sample","10:46","11:15","sunny",4.9,1,23.1,8.99,5.285772093,4.879705766,2.114367025,4.33,NA,39.01,29.44,3.898,1.45,32,4.8,2.1,0.32,27.16,11.94,556,3.03,"E2014_0046",303.8264776,"n","nearshore","WE2",6.438243172
"8/4","nearshore2","E0046_3NA","E0046","8/4/14","August",69,"3NA","E140055",9.195,"sample","10:46","11:15","sunny",4.9,1,23.1,8.99,5.285772093,4.879705766,2.114367025,4.33,NA,39.01,29.44,3.898,1.45,32,4.8,2.1,0.32,27.16,11.94,556,3.03,"E2014_0046",303.8264776,"n","nearshore","WE2",6.438243172
"8/4","nearshore2","E0046_53LTR","E0046","8/4/14","August",69,"53LTR","E140055",9.195,"sample","10:46","11:15","sunny",4.9,1,23.1,8.99,5.285772093,4.879705766,2.114367025,4.33,NA,39.01,29.44,3.898,1.45,32,4.8,2.1,0.32,27.16,11.94,556,3.03,"E2014_0046",303.8264776,"n","nearshore","WE2",6.438243172
"8/4","nearshore2","E0046_CNA","E0046","8/4/14","August",69,"CNA","E140055",9.195,"sample","10:46","11:15","sunny",4.9,1,23.1,8.99,5.285772093,4.879705766,2.114367025,4.33,NA,39.01,29.44,3.898,1.45,32,4.8,2.1,0.32,27.16,11.94,556,3.03,"E2014_0046",303.8264776,"n","nearshore","WE2",6.438243172
"8/4","nearshore1","E0048_100LTR","E0048","8/4/14","August",69,"100LTR","E140057",9.29,"sample","12:48","13:17","hazy",6,0.6,24.6,17.7,5.5055734,5.767125077,3.214124805,9.28,NA,45.43,54.46,3.94625,0.1,44.4,5.3,4.65,0.68,39.03,17.35,617.5,3.25,"E2014_0048",331.0631026,"n","nearshore","WE12",6.322072879
"8/4","nearshore1","E0048_22NA","E0048","8/4/14","August",69,"22NA","E140057",9.29,"sample","12:48","13:17","hazy",6,0.6,24.6,17.7,5.5055734,5.767125077,3.214124805,9.28,NA,45.43,54.46,3.94625,0.1,44.4,5.3,4.65,0.68,39.03,17.35,617.5,3.25,"E2014_0048",331.0631026,"n","nearshore","WE12",6.322072879
"8/4","nearshore1","E0048_3NA","E0048","8/4/14","August",69,"3NA","E140057",9.29,"sample","12:48","13:17","hazy",6,0.6,24.6,17.7,5.5055734,5.767125077,3.214124805,9.28,NA,45.43,54.46,3.94625,0.1,44.4,5.3,4.65,0.68,39.03,17.35,617.5,3.25,"E2014_0048",331.0631026,"n","nearshore","WE12",6.322072879
"8/4","nearshore1","E0048_53LTR","E0048","8/4/14","August",69,"53LTR","E140057",9.29,"sample","12:48","13:17","hazy",6,0.6,24.6,17.7,5.5055734,5.767125077,3.214124805,9.28,NA,45.43,54.46,3.94625,0.1,44.4,5.3,4.65,0.68,39.03,17.35,617.5,3.25,"E2014_0048",331.0631026,"n","nearshore","WE12",6.322072879
"8/4","nearshore1","E0048_CNA","E0048","8/4/14","August",69,"CNA","E140057",9.29,"sample","12:48","13:17","hazy",6,0.6,24.6,17.7,5.5055734,5.767125077,3.214124805,9.28,NA,45.43,54.46,3.94625,0.1,44.4,5.3,4.65,0.68,39.03,17.35,617.5,3.25,"E2014_0048",331.0631026,"n","nearshore","WE12",6.322072879
"8/4","offshore","E0050_100LTR","E0050","8/4/14","August",69,"100LTR","E140059",9.128,"sample","14:45","15:04","partly cloudy",8,1.6,24.6,3.56,3.942983598,4.178714641,0.622930351,1.54,NA,15.38,18.11,3.28225,0.55,22.1,3.2,1.75,0.24,18.92,12.76,139,1.64,"E2014_0050",295.2206983,"n","offshore","WE4",2.950603364
"8/4","offshore","E0050_22NA","E0050","8/4/14","August",69,"22NA","E140059",9.128,"sample","14:45","15:04","partly cloudy",8,1.6,24.6,3.56,3.942983598,4.178714641,0.622930351,1.54,NA,15.38,18.11,3.28225,0.55,22.1,3.2,1.75,0.24,18.92,12.76,139,1.64,"E2014_0050",295.2206983,"n","offshore","WE4",2.950603364
"8/4","offshore","E0050_3NA","E0050","8/4/14","August",69,"3NA","E140059",9.128,"sample","14:45","15:04","partly cloudy",8,1.6,24.6,3.56,3.942983598,4.178714641,0.622930351,1.54,NA,15.38,18.11,3.28225,0.55,22.1,3.2,1.75,0.24,18.92,12.76,139,1.64,"E2014_0050",295.2206983,"n","offshore","WE4",2.950603364
"8/4","offshore","E0050_CNA","E0050","8/4/14","August",69,"CNA","E140059",9.128,"sample","14:45","15:04","partly cloudy",8,1.6,24.6,3.56,3.942983598,4.178714641,0.622930351,1.54,NA,15.38,18.11,3.28225,0.55,22.1,3.2,1.75,0.24,18.92,12.76,139,1.64,"E2014_0050",295.2206983,"n","offshore","WE4",2.950603364
"8/11","nearshore2","E0052_100LTR","E0052","8/11/14","August",76,"100LTR","E140061",9.168,"sample","11:34","11:47","rainy",5.1,0.2,23.8,41.9,8.070281981,6.169123281,4.87282876,29.3,NA,268.78,71.96,3.898,0.69,121.1,6.9,6.79,1.21,114.19,10.57,146,7.07,"E2014_0052",292.8814101,"n","nearshore","WE2",8.47081306
"8/11","nearshore2","E0052_22NA","E0052","8/11/14","August",76,"22NA","E140061",9.168,"sample","11:34","11:47","rainy",5.1,0.2,23.8,41.9,8.070281981,6.169123281,4.87282876,29.3,NA,268.78,71.96,3.898,0.69,121.1,6.9,6.79,1.21,114.19,10.57,146,7.07,"E2014_0052",292.8814101,"n","nearshore","WE2",8.47081306
"8/11","nearshore2","E0052_3NA","E0052","8/11/14","August",76,"3NA","E140061",9.168,"sample","11:34","11:47","rainy",5.1,0.2,23.8,41.9,8.070281981,6.169123281,4.87282876,29.3,NA,268.78,71.96,3.898,0.69,121.1,6.9,6.79,1.21,114.19,10.57,146,7.07,"E2014_0052",292.8814101,"n","nearshore","WE2",8.47081306
"8/11","nearshore2","E0052_53LTR","E0052","8/11/14","August",76,"53LTR","E140061",9.168,"sample","11:34","11:47","rainy",5.1,0.2,23.8,41.9,8.070281981,6.169123281,4.87282876,29.3,NA,268.78,71.96,3.898,0.69,121.1,6.9,6.79,1.21,114.19,10.57,146,7.07,"E2014_0052",292.8814101,"n","nearshore","WE2",8.47081306
"8/11","nearshore2","E0052_CNA","E0052","8/11/14","August",76,"CNA","E140061",9.168,"sample","11:34","11:47","rainy",5.1,0.2,23.8,41.9,8.070281981,6.169123281,4.87282876,29.3,NA,268.78,71.96,3.898,0.69,121.1,6.9,6.79,1.21,114.19,10.57,146,7.07,"E2014_0052",292.8814101,"n","nearshore","WE2",8.47081306
"8/11","nearshore1","E0054_100LTR","E0054","8/11/14","August",76,"100LTR","E140063",8.613,"sample","12:31","12:40","cloudy",6.1,0.6,23.8,11,4.08491466,3.533563348,1.5360529,2.9,NA,16.97,11.58,3.94625,1.53,43.6,5.6,1.34,0.25,37.93,6.48,145,8.12,"E2014_0054",295.5588752,"n","nearshore","WE12",3.204245188
"8/11","nearshore1","E0054_22NA","E0054","8/11/14","August",76,"22NA","E140063",8.613,"sample","12:31","12:40","cloudy",6.1,0.6,23.8,11,4.08491466,3.533563348,1.5360529,2.9,NA,16.97,11.58,3.94625,1.53,43.6,5.6,1.34,0.25,37.93,6.48,145,8.12,"E2014_0054",295.5588752,"n","nearshore","WE12",3.204245188
"8/11","nearshore1","E0054_3NA","E0054","8/11/14","August",76,"3NA","E140063",8.613,"sample","12:31","12:40","cloudy",6.1,0.6,23.8,11,4.08491466,3.533563348,1.5360529,2.9,NA,16.97,11.58,3.94625,1.53,43.6,5.6,1.34,0.25,37.93,6.48,145,8.12,"E2014_0054",295.5588752,"n","nearshore","WE12",3.204245188
"8/11","nearshore1","E0054_53LTR","E0054","8/11/14","August",76,"53LTR","E140063",8.613,"sample","12:31","12:40","cloudy",6.1,0.6,23.8,11,4.08491466,3.533563348,1.5360529,2.9,NA,16.97,11.58,3.94625,1.53,43.6,5.6,1.34,0.25,37.93,6.48,145,8.12,"E2014_0054",295.5588752,"n","nearshore","WE12",3.204245188
"8/11","nearshore1","E0054_CNA","E0054","8/11/14","August",76,"CNA","E140063",8.613,"sample","12:31","12:40","cloudy",6.1,0.6,23.8,11,4.08491466,3.533563348,1.5360529,2.9,NA,16.97,11.58,3.94625,1.53,43.6,5.6,1.34,0.25,37.93,6.48,145,8.12,"E2014_0054",295.5588752,"n","nearshore","WE12",3.204245188
"8/11","offshore","E0056_100LTR","E0056","8/11/14","August",76,"100LTR","E140065",9.019,"sample","13:30","13:38","rainy",8.1,0.8,23.5,12,5.70348835,4.917909074,3.510961919,11.4,NA,52.11,30.23,3.28225,0.98,45.7,5.7,2.64,0.45,40.03,11.32,39,7.14,"E2014_0056",263.5888692,"n","offshore","WE4",4.550644842
"8/11","offshore","E0056_22NA","E0056","8/11/14","August",76,"22NA","E140065",9.019,"sample","13:30","13:38","rainy",8.1,0.8,23.5,12,5.70348835,4.917909074,3.510961919,11.4,NA,52.11,30.23,3.28225,0.98,45.7,5.7,2.64,0.45,40.03,11.32,39,7.14,"E2014_0056",263.5888692,"n","offshore","WE4",4.550644842
"8/11","offshore","E0056_3NA","E0056","8/11/14","August",76,"3NA","E140065",9.019,"sample","13:30","13:38","rainy",8.1,0.8,23.5,12,5.70348835,4.917909074,3.510961919,11.4,NA,52.11,30.23,3.28225,0.98,45.7,5.7,2.64,0.45,40.03,11.32,39,7.14,"E2014_0056",263.5888692,"n","offshore","WE4",4.550644842
"8/11","offshore","E0056_53LTR","E0056","8/11/14","August",76,"53LTR","E140065",9.019,"sample","13:30","13:38","rainy",8.1,0.8,23.5,12,5.70348835,4.917909074,3.510961919,11.4,NA,52.11,30.23,3.28225,0.98,45.7,5.7,2.64,0.45,40.03,11.32,39,7.14,"E2014_0056",263.5888692,"n","offshore","WE4",4.550644842
"8/11","offshore","E0056_CNA","E0056","8/11/14","August",76,"CNA","E140065",9.019,"sample","13:30","13:38","rainy",8.1,0.8,23.5,12,5.70348835,4.917909074,3.510961919,11.4,NA,52.11,30.23,3.28225,0.98,45.7,5.7,2.64,0.45,40.03,11.32,39,7.14,"E2014_0056",263.5888692,"n","offshore","WE4",4.550644842
"8/18","nearshore2","E0058_100LTR","E0058","8/18/14","August",83,"100LTR","E140067",9.032,"sample","9:38","10:05","Cloudy",4.7,0.6,21.9,22.5,4.578334949,5.299757512,2.23572706,4.71,NA,23.89,39.39,3.97825,1.27,72.1,7.1,3.96,0.54,65.03,8.35,1,3.25,"E2014_0058",203.664182,"n","nearshore","WE2",4.355235194
"8/18","nearshore2","E0058_22NA","E0058","8/18/14","August",83,"22NA","E140067",9.032,"sample","9:38","10:05","Cloudy",4.7,0.6,21.9,22.5,4.578334949,5.299757512,2.23572706,4.71,NA,23.89,39.39,3.97825,1.27,72.1,7.1,3.96,0.54,65.03,8.35,1,3.25,"E2014_0058",203.664182,"n","nearshore","WE2",4.355235194
"8/18","nearshore2","E0058_3NA","E0058","8/18/14","August",83,"3NA","E140067",9.032,"sample","9:38","10:05","Cloudy",4.7,0.6,21.9,22.5,4.578334949,5.299757512,2.23572706,4.71,NA,23.89,39.39,3.97825,1.27,72.1,7.1,3.96,0.54,65.03,8.35,1,3.25,"E2014_0058",203.664182,"n","nearshore","WE2",4.355235194
"8/18","nearshore2","E0058_53LTR","E0058","8/18/14","August",83,"53LTR","E140067",9.032,"sample","9:38","10:05","Cloudy",4.7,0.6,21.9,22.5,4.578334949,5.299757512,2.23572706,4.71,NA,23.89,39.39,3.97825,1.27,72.1,7.1,3.96,0.54,65.03,8.35,1,3.25,"E2014_0058",203.664182,"n","nearshore","WE2",4.355235194
"8/18","nearshore2","E0058_CNA","E0058","8/18/14","August",83,"CNA","E140067",9.032,"sample","9:38","10:05","Cloudy",4.7,0.6,21.9,22.5,4.578334949,5.299757512,2.23572706,4.71,NA,23.89,39.39,3.97825,1.27,72.1,7.1,3.96,0.54,65.03,8.35,1,3.25,"E2014_0058",203.664182,"n","nearshore","WE2",4.355235194
"8/18","nearshore1","E0060_100LTR","E0060","8/18/14","August",83,"100LTR","E140069",9.033,"sample","11:02","11:28","Partly Sunny",6,0.5,22,31.6,3.9800253,5.059614856,1.761285273,3.39,NA,15.78,33.35,2.915,2.44,82.7,7.2,3.76,0.58,75.56,7.71,3,2.01,"E2014_0060",214.2496831,"n","nearshore","WE12",5.198318475
"8/18","nearshore1","E0060_22NA","E0060","8/18/14","August",83,"22NA","E140069",9.033,"sample","11:02","11:28","Partly Sunny",6,0.5,22,31.6,3.9800253,5.059614856,1.761285273,3.39,NA,15.78,33.35,2.915,2.44,82.7,7.2,3.76,0.58,75.56,7.71,3,2.01,"E2014_0060",214.2496831,"n","nearshore","WE12",5.198318475
"8/18","nearshore1","E0060_3NA","E0060","8/18/14","August",83,"3NA","E140069",9.033,"sample","11:02","11:28","Partly Sunny",6,0.5,22,31.6,3.9800253,5.059614856,1.761285273,3.39,NA,15.78,33.35,2.915,2.44,82.7,7.2,3.76,0.58,75.56,7.71,3,2.01,"E2014_0060",214.2496831,"n","nearshore","WE12",5.198318475
"8/18","nearshore1","E0060_53LTR","E0060","8/18/14","August",83,"53LTR","E140069",9.033,"sample","11:02","11:28","Partly Sunny",6,0.5,22,31.6,3.9800253,5.059614856,1.761285273,3.39,NA,15.78,33.35,2.915,2.44,82.7,7.2,3.76,0.58,75.56,7.71,3,2.01,"E2014_0060",214.2496831,"n","nearshore","WE12",5.198318475
"8/18","nearshore1","E0060_CNA","E0060","8/18/14","August",83,"CNA","E140069",9.033,"sample","11:02","11:28","Partly Sunny",6,0.5,22,31.6,3.9800253,5.059614856,1.761285273,3.39,NA,15.78,33.35,2.915,2.44,82.7,7.2,3.76,0.58,75.56,7.71,3,2.01,"E2014_0060",214.2496831,"n","nearshore","WE12",5.198318475
"8/18","offshore","E0062_100LTR","E0062","8/18/14","August",83,"100LTR","E140071/76/166",8.55,"sample","12:31","12:52","Partly Sunny",8,2.1,21.6,1.49,0.111031312,2.550900665,-2.251538767,0.21,NA,1.08,5.86,3.293,NA,12,1.3,0.55,0.1,10.65,8.97,179,1.77,"E2014_0062",215.008592,"n","offshore","WE4",1.409281752
"8/18","offshore","E0062_22NA","E0062","8/18/14","August",83,"22NA","E140071/76/166",8.55,"sample","12:31","12:52","Partly Sunny",8,2.1,21.6,1.49,0.111031312,2.550900665,-2.251538767,0.21,NA,1.08,5.86,3.293,NA,12,1.3,0.55,0.1,10.65,8.97,179,1.77,"E2014_0062",215.008592,"n","offshore","WE4",1.409281752
"8/18","offshore","E0062_3NA","E0062","8/18/14","August",83,"3NA","E140071/76/166",8.55,"sample","12:31","12:52","Partly Sunny",8,2.1,21.6,1.49,0.111031312,2.550900665,-2.251538767,0.21,NA,1.08,5.86,3.293,NA,12,1.3,0.55,0.1,10.65,8.97,179,1.77,"E2014_0062",215.008592,"n","offshore","WE4",1.409281752
"8/18","offshore","E0062_53LTR","E0062","8/18/14","August",83,"53LTR","E140071/76/166",8.55,"sample","12:31","12:52","Partly Sunny",8,2.1,21.6,1.49,0.111031312,2.550900665,-2.251538767,0.21,NA,1.08,5.86,3.293,NA,12,1.3,0.55,0.1,10.65,8.97,179,1.77,"E2014_0062",215.008592,"n","offshore","WE4",1.409281752
"8/18","offshore","E0062_CNA","E0062","8/18/14","August",83,"CNA","E140071/76/166",8.55,"sample","12:31","12:52","Partly Sunny",8,2.1,21.6,1.49,0.111031312,2.550900665,-2.251538767,0.21,NA,1.08,5.86,3.293,NA,12,1.3,0.55,0.1,10.65,8.97,179,1.77,"E2014_0062",215.008592,"n","offshore","WE4",1.409281752
"8/25","nearshore2","E0064_100LTR","E0064","8/25/14","August",90,"100LTR","E140077",9.02,"sample","9:50","10:06","Cloudy",4.8,0.6,24.1,22.4,4.233427944,4.760220946,1.432959407,2.7,NA,18.81,27.1,4.17975,15.75,90.3,21.2,2.82,0.44,69.1,6.34,8,3.38,"E2014_0064",279.7923708,"n","nearshore","WE2",6.0389386
"8/25","nearshore2","E0064_22NA","E0064","8/25/14","August",90,"22NA","E140077",9.02,"sample","9:50","10:06","Cloudy",4.8,0.6,24.1,22.4,4.233427944,4.760220946,1.432959407,2.7,NA,18.81,27.1,4.17975,15.75,90.3,21.2,2.82,0.44,69.1,6.34,8,3.38,"E2014_0064",279.7923708,"n","nearshore","WE2",6.0389386
"8/25","nearshore2","E0064_3NA","E0064","8/25/14","August",90,"3NA","E140077",9.02,"sample","9:50","10:06","Cloudy",4.8,0.6,24.1,22.4,4.233427944,4.760220946,1.432959407,2.7,NA,18.81,27.1,4.17975,15.75,90.3,21.2,2.82,0.44,69.1,6.34,8,3.38,"E2014_0064",279.7923708,"n","nearshore","WE2",6.0389386
